product_name,review_text,tags
Amazon Fire TV Stick,Junk junk junk. Stop work junk junk,"[""none""]"
Earbuds,J. Left side bit working,"[""quality""]"
Soft Tissues,Its sizes is goog. It keeps me fresh and clean no matter where I decide to go,"[""performance""]"
Eyebrow Tint,"Its ok.... Does not stain skin, which i need since i have very sparse brows. Color fades within a week.. but i have oily skin. I had better luck with 1000 hour. Only thing i can say was better bout this is you can use what you need and not have to waste it all at once like 1000 hr. I dont want to be dying em every week tho.","[""performance"",""value""]"
Shampoo,Its ok.. I have been using this shampoo for about two weeks now and I do not see a difference in my hair. I have very thin frizzy hair and I was hoping this would help the frizz. It did not.,"[""performance""]"
Amazon Fire TV Stick,Its ok. It buffers and you cant watch some videos have to constantly restart it,"[""performance""]"
Kitchen Tools,Item is great for a replacement. I was having a time keeping the drip pans clean on the stove.  These are just great for a replacement . Thans,"[""performance""]"
Listerine pump for mouthwash,Item doesn’t fit on a lister. Not the same item shown in there listing<br />Item DOES NOT FIT. beyond frustrating,"[""quality""]"
Amazon Fire Tablet,It’s very limited but you get what you pay for. Bought it on sale no problem but didn’t understand it’s limitations.  My fault,"[""value""]"
Amazon Echo Show,It’s ok. It’s ok you have to yell and repeat yourself all the time. Not very loud for listening to music,"[""performance""]"
Cleaner,It's very effective. This stuff is amazing. It really removed marks on your walls and doors. How it works??? But it does.,"[""performance""]"
Anti-slip wax for glasses,It's really only met if you don't wear makeup and you don't sweat. In theory I love this product however it really didn't work that well maybe it's cuz I wear makeup but I feel like half the world words make up,"[""performance""]"
Makeup Brush Holder ,"It's okay. The only thing I liked about this product was how it made my brushes stay in place and was easy to insert the brushes through each hole. I didn't care for it though, because it looked cheap. I still can't remove the brown paper that's affixed to the product even after I ran it under hot water. It's not as steady as I thought it would be.","[""design"",""quality""]"
Echo Dot,It's okay. Sometimes I gotta repeat myself and yell.... but it eventually hears me,"[""performance""]"
Coffee Maker,It's okay for glam camping.. Good for car camping. Coffee didn't taste any more better than normal.,"[""performance""]"
Listerine pump for mouthwash,It's okay but drips a little. The pump works as advertised but it makes a bit of a mess with dripping after use. Have to be sure to wipe the nozzle after each use or a small drip-puddle will form on your surface,"[""performance""]"
Smart Scale,It's Ok.. It's ok.  Not very consistent person to person.  Some times it has a 40lb swing.  Novel idea.  Not sure it is worth the $.  I had a hard time getting it to set up properly.  I literally had to set it on the floor next to the wifi box to get it to notice wifi originally.,"[""performance"",""value""]"
Water Filter,"it's ok. This is a decent filter the my refrigerator.  I purchased it to filter the water that goes to my ice, but truthfully, the water coming from the refrigerator's water dispenser still had a synthetic taste to it, so I now use a Brita to filter my drinking water.","[""performance""]"
Amazon Fire Tablet,"It's OK. It's ok, it's a bit slow, my Huawei Mate 9 is faster","[""performance""]"
Coffee Scoop,"It's OK. I wouldn't have bought it again if I hadn't already bought it.<br />It was discounted, so I figured it might be nice to have.<br />Got it with the reusable cups etc.<br /><br />I would've just used a spoon or the cup itself. Not worth the money","[""value""]"
Hair Spray Bottle,"It's ok. I was under the impression that the mist would spray out for a long time continuously but it doesn't.  Almost like a regular spray bottle with a finer mist but last a little longer.  I'm going to try or at least read about the best seller, the white one and try that if I can.","[""performance""]"
Coffee Filter,it's ok. Doesn't quite fit in my Cuisinart.,"[""design""]"
Coffee Maker,"It's OK, But Loses its Seal. Only had this for four months and use it maybe twice a week, but it's already losing its seal. Water just pours through the filter now, even using a push/pull method and pouring hot water over the seal first. Pretty disappointed. I don't think I'll buy another one. Probably just use this as backup for a camping trip.","[""performance"",""quality""]"
Amazon Echo Show,It's not even close to Google. Amazon needs to build a search engine because have the things you ask Alexa has no answer for it so I end up using Google,"[""performance""]"
Stain Remover,It's not any better or worse than any other stain remover. It's not any better or worse than any other stain remover. I'm actually really disappointed because I thought this would be a miracle remover. It's not. Zout and the oxiclean gel stick work much better. And they're cheaper.,"[""performance"",""value""]"
Amazon Fire TV Stick,"It's good. It works really well. Great picture quality and sounds. No lagging and loads apps pretty quickly. Only issue is that it lose internet connection once and a while. Takes a while to come back, kind of frustrating when in the middle of a program.","[""performance""]"
Echo Dot,It's good. I like this item for helping. What I dislike is the fact it responses to everything. Without even saying it's name sometimes.,"[""performance""]"
Bluetooth Speakers,It's good not top notch. We use this occasionally it's okay. Not extraordinary. Pretty much what you expect from a speaker around $20,"[""value""]"
Coffee Filter,It's good but not necessarily cheaper. It's good but I found out that nearby Asian markets have a cheaper price for the same product.,"[""value""]"
Echo Dot,It's good but 3rd generation is my fave...more bass. If you like bass ...3rd generation is it!,"[""performance""]"
Amazon Fire TV Stick,"It's Awesome.. This Best firestick I ever bought on Amazon, just wish it had USB connection on it.","[""performance""]"
Amazon Fire Tablet,It's Awesome. I just love my tablet,"[""none""]"
Amazon Echo Show,It's Awesome!. It was worth the money and it comes in handy for many different things too!,"[""value""]"
Amazon Fire Tablet,It's a small tablet.. Nothing special.,"[""none""]"
Listerine pump for mouthwash,"It's a pump....but more for drinks not mouthwash.. Yes, it is good quality, but it is big. The bottle is big so it makes sense....<br /><br />My major issue is if you gently tap the pump you get a lot of mouthwash. If you don't you get ALOT of mouthwash. I only need 20 ml!<br /><br />It reminds me of those taps at bars! Or a ketchup pump. Probably work on a keg.","[""design"",""performance""]"
Coffee Scoop,"It's a good idea, but awkward for me to use. It's a good idea, but awkward for me to use.  I ended up snapping off the handle and using the little shard of plastic left to hold the funnel over the reusable pod filter.  Instead of dipping into coffee I used an old Gevalia scoop to spoon it into the funnel as it rested on top of the reusable filter.","[""design""]"
Insect Repellent,It works.... it's expensive.. .... It works....it's expensive ...but I'd buy again.,"[""performance"",""value""]"
Foot Scrubber / Massager,"It Works. It doesn't stick that well to textured surface nor can you get it out of the way by sticking it on the shower insert. It does take up a lot of room on the shower floor. On a good note, it does allow you to clean the bottom of your feet when you are unable, for whatever reason, to lift your foot. Affordable.","[""design"",""performance"",""value""]"
Echo Dot,"it works. Have it in the bedroom, it has issues but it works.","[""performance""]"
Hair Diffuser Attachment,It works. Great size and easy storage. Could fit on the blower a little better...,"[""design"",""performance""]"
Logitech Mouse,It Works!. This is the 2nd Logitech trackball that I've ordered for my husband. He used the first one for nearly 5 yrs. without any problem until recently. It's surprising that it lasted that long! He wanted the same exact one and I was pleased to find it available at a lower price with outstanding reviews. It works exactly as expected. Thank you!,"[""performance"",""value""]"
Anti-slip wax for glasses,It works!. Awesome product! No odor. Glasses stay where they need to be. Simple solution to a constant problem!,"[""performance""]"
Cleaner,"It works!!. My granddaughter wrote on our new countertop with a black sharpie. I was sick, but tried the magic eraser and it removed all of it.","[""performance""]"
Coffee Filter,It works with the Ninja!. Used this in a Ninja while we waited on the actual system filter to arrive. It served it's purpose well.,"[""performance""]"
Hair Diffuser Attachment,It works ok. It has collapsed on me while .... It works ok. It has collapsed on me while using but it's nothing too inconvenient. I'll take that as long as it can fold away in a drawer when not being used.,"[""performance""]"
Logitech Mouse,"It works great. It works great,  I'm just having trouble getting use to it. I have a little trouble being as quick & precise as I would like, but I'll get there.","[""performance""]"
Coffee Filter,It wasn't Cuisinart but a rip off. I am .... It wasn't Cuisinart but a rip off. I am not sure what it is made with and if it passed safety standards. I thinking of another purpose for it.,"[""quality""]"
Echo Dot,It was ok. It was ok,"[""none""]"
Hair Spray Bottle,It was nice while it lasted. I bought this spray bottle April 2022 to use to spray water. It is now August 2022 and the water no longer comes out of the bottle.,"[""quality""]"
Echo Dot,It was a birthday gift. I really like it,"[""none""]"
Castor Oil,It seems like a good product but it looked like the seal .... It seems like a good product but it looked like the seal around the lid had been tampered with. Am sending back and the return postage will be deducted from my refund which I am not happy about.,"[""quality""]"
Pain Relief Cream,It really helps my arthritic shoulder although the DSMO does .... It really helps my arthritic shoulder although the DSMO does not seem<br />strong as I was expecting to cause a taste in my mouth and it didn't.<br /><br />I just assumed that I would taste it from things I had read.,"[""performance""]"
Yoga Mat Cleaner,"It leaves mat slick.. Looks and smells just like described. However, it did leave my mat quite slick for a while, which it's listed as not doing. I even rubbed it extra times to try to get rid of the slickness. It didn't work. It wore off in time.<br />I can't give this a good review because it makes the mat slick and a potential hazard of injury by going too far too fast.","[""performance""]"
Anti-slip wax for glasses,"It kinda works?. This works, just not as well as i expected given the glowing reviews.  It doesn't hold my glasses in place for long but it holds them in place longer than nothing.  This is likely because the wax won't stay in place on my nose pads.  The wax keeps sliding off the pads.  Also, its a little difficult to apply.  It would benefit from a longer, narrower tube than the current design.","[""design"",""performance""]"
Coffee Maker,"It just wasn't that great. While I enjoy coffee, I admit that I don't have the ability to discern the difference between very good and great coffee. While I'm sure the Aerobie is a great product for some, it seemed like a bit of trouble for something no better than I can do in my press. Also, it seems to take more coffee per cup than I would otherwise use, thus costing more over time.","[""performance"",""value""]"
Peppermint Oil,"it isn't good and it isn't bad. Meh, it isn't good and it isn't bad. I like it as a moisturizer. That is about it.","[""none""]"
Hairspray,It is ok. This product does not leave a white residue like got to be clue spray but does not hold better than the got to be glue spray,"[""performance""]"
Curling Brush / Iron,It is my favorite curling iron except the fact that it does not .... It is my favorite curling iron except the fact that it does not always last very long.  The inside wlll strip out over tme and then the barrel spins.,"[""quality""]"
Bath Towel / Wrap,"it is like fleece and they charge you almost the price of .... quality is so so. it is like fleece and they charge you almost the price of the product for return. I anted to return it after seeing the quality but couldn't looking at the return policy, so was forced to keep it. I will use it for moping the floor.","[""quality"",""value""]"
Kindle Tablet ,It is a piece of junk.. Very disappointed.  I had all kinds of trouble getting it hooked up to the internet.  Once I got it hooked up the signel coming from the Fire I had to stand over my motum.  All my other devices worked fine.  It is a piece of junk.,"[""performance""]"
Kitchen Tools,"It fit. Fit between counter and stove very nice, but too early to tell if it will stand up overtime.","[""design""]"
Listerine pump for mouthwash,"It fit, and works, but isn't a perfect fit. Works well enough, it doesn't allow it to be really tight, over tightening causes it to pop off the listerine bottle.  Definitely, keeps the counter clean and helps control the amount required for proper usage without waste!","[""design"",""performance""]"
Exfoliating Cloth,"it feels like it is exfoliating. Because of the roughness, it feels like it is exfoliating.  But I noticed when I am removing self tanner after a few days - it does nothing.  Yet, I can use a wet facecloth and take off all the self tanner without a problem.  And the tanner is just on the outer layer of dead skin, which I assume is coming off with the facecloth.","[""performance""]"
Water Filter,It either works or it doesn't. I don't know how this would get 5 stars. It is one of the dumb things you need for the refrigerator and it works.  Cheaper than buying in store,"[""value""]"
Tea Infuser,It does what it was designed to do.. It filters the grounds as designed without any loss in flavor as cloth/paper filters do. I found no grounds in my coffee and it's easy to clean.,"[""performance""]"
Water Filter,It didnt work. Stopped working after 2 days,"[""performance""]"
Shampoo,It did not come with a pump so it is .... It did not come with a pump so it is very difficult to use in the shower because of this reason I will not order it again!,"[""design""]"
Micro SD Memory Card,"It could be that my Moto G is not working .... It could be that my Moto G is not working but as it works in every other regard I'll assume that this microSim card, which disappears almost every other day, is at fault and due for the scrap heap.","[""quality""]"
Coffee Filter,"It beats having coffee grinds in your cup.. These did what I wanted and kept most of the coffee grinds out of my cup, but they were short for the Kcup reusable filter, so they weren't great.","[""performance""]"
Earbuds,It as expected. Stopped working. Worst Purchase.,"[""quality""]"
Smart Scale,It appears to read 20 lbs high.. This scale is a liar.,[“performance”]
Amazon Fire TV Stick,Issues with 3rd party apps... Issues with a few key apps such as Tablo..which would not refresh guide. Had zero issues outside latency with Roku. Not happy thus far..,"[""performance""]"
Water Filter,"Is this OEM or fake?. Fits good, however the filter bought Jul 2019 looks very different from the filter from 2018 that I had bought using the same link (had reordered the same exact one).<br /><br />2018 filter looks/feels more OEM and made in Mexico. 2019 filter made in Korea looks fake.","[""quality""]"
Amazon Fire TV Stick,"Is so so. Not to pleased. You have to pay for almost every thing you want to watch or have a subscription to a cable company , what is the ise of thos if you have to have cable","[""value""]"
Yoga Mat Cleaner,Is it really cleaning??. I cannot tell if it’s picking up anything. Dirt is still there after spraying and wiping... it smells great though.,"[""performance""]"
Eyebrow Tint,"Irritation Caused. My eyebrows became swollen, red and inflamed. My eyes swelled and it took Hydrocortisone cream as prescribed by my Doctor for it to heal and about two weeks :(.","[""quality""]"
Bluetooth Speakers,"Interference with external bluetooth DAC. Instead of connecting directly to the speaker with Bluetooth, I wanted to connect my phone via bluetooth to an Arcam miniBLINK which would connect to the speaker via 3.5mm. Unfortunately, there was interference and the speaker made a constant high-pitch sound. Not the most common use-case for this speaker, but I'm disappointed that it didn't work.","[""performance""]"
Amazon Smart Plug,Inconsistent. It’s great when it works. I just wish that were all the time...,"[""performance""]"
Smart Scale,"Inconsistent Readings. The Fitbit Aria has all the bells and whistles of a modern scale but it does its basic job of, correct and consistent weight readings, poorly. If you stand on the scale thrice in row, rest assured, you will have a different weight and body fat reading each time. Who cares that those readings then sync up over wifi with your account.","[""performance""]"
Wet Wipes,"Inaccurate picture. These packs DOES NOT come with plastic lids, which makes them to dry very fast, way before you half pack.","[""quality""]"
Micro SD Memory Card,"Inaccurate Capacity description. I purchased the 200 GB card and discovered that it actually has a capacity of 183 GB. Had I realized ahead of time that there would be such a discrepancy in capacity, I'd have purchased a larger card to begin with. I wasn't able to back up my photos in full.","[""quality""]"
Soft Tissues,"Improvement!. This is an updated review- these tissues have been improved greatly and now the lotion feel can be detected . Also a great buy being it’s cheaper than store bought. Not sure if it was a particular batch that was plain and not soft, though this time around they feel incredible. I’m repurchasing.","[""quality"",""value""]"
Dishwasher Magnet,Impressed. I am very happy. It looks even better than the picture!,"[""design""]"
Coffee Filter,"Impractical when another person uses regular K-cup.. Too much fussing around taking out, then replacing the brewer's cup holder, not to mention all the necessary little mods to keep it from leaking and not seep grounds.  Tossing it and getting an Ekobrew...much simpler and easier to clean.",[“design”]
Kindle Tablet ,"Ihave to change my rating on this as screen buttons dont work any more.. Have a Nexus that is dying a slow death. It was OK. I've only started to use my Fire. I really like having Amazon on it already, and ALL my books.  It will be interesting to see how long it lasts. Bought in July 2016 already failing.","[""quality""]"
Amazon Fire Tablet,"If you own a kindle fire that's a few years old, it's worth upgrading.. I loved my old kindle fire, but this is definitely an improvement.  Much faster, and very intuitive to use.","[""performance""]"
Exfoliating Cloth,"If you like them rough. they are extremely scratchy and rough.  I was looking for something a little softer.  If you like them rough, then you'll like these.","[""quality""]"
Coffee Maker Cups,If you like a strong cup of coffee this is not for .... I wish you could be more coffee into these pods. If you like a strong cup of coffee this is not for you.,"[""performance""]"
Glycerin,"If you know how to use.... This product, well, then cudos to you.  I purchased it to make my own vanilla extract, and so far, it's hasn't pulled any of the flavor from the beans.  So If you know how to use this stuff, rock on, but as for me, I really don't care too much for it.  But this is MY opinion of the product.","[""performance""]"
Makeup Brush Holder ,If you don't pick this up right it falls apart. If you don't pick this up right it falls apart. It came timely however I would not repurchase this item,"[""quality""]"
Amazon Fire Tablet,"If they could just fix this one problem.... I love my Fire.....except for the charging port. This is my second Fire where the charging port has become loose and it won't charge now. The cost of fixing it is just too much compared to the cost of buying a new one. I think it might be time to look for a new tablet. And yes, I am very careful with my usage.","[""quality""]"
Kindle Tablet ,I'm still using this little tablet.. Durable is the perfect word for this tablet,"[""quality""]"
Peppermint Oil,I'm not sure why but this frankincense smells weird. .... I'm not sure why but this frankincense smells weird. It almost has a urine smell.  I won't be ordering this brand anymore.,"[""quality""]"
Coffee Filter,I'm not sure if it would be cheaper to buy .... I'm not sure if it would be cheaper to buy the regular cone shape filters but my friend says that you got to have these for the Chemex so that's what I but I'm going to go ahead and buy some of the other ones and I will update you later as to which one works better,"[""value""]"
Bath Towel / Wrap,"I'm not real big, more like average, but this seemed too tight around the chest area.. Nice wrap, good length, strong Velcro closure, just too tight. Will give as a gift instead of my own use.","[""design""]"
Smart Scale,"I'm Lovin' It!. So far so good.  At first I had a little trouble getting it to know I am a woman so the fat percent was off, but I got that squared away and I love my Fitbit Aria!  The accompanying food and activity log is very useful and easy to work with.","[""design"",""performance""]"
Insect Repellent,I'm allergic to it. The smell irritates me.. I'm allergic to it. The smell irritates me.,"[""none""]"
False Eyelashes,"I'd still choose my créme. Might buy again.. I usually only stick to créme lashes the (ones on the left) but I thought I tried these ones out. They feel good they aren't plasticky or hard to bend. They could be more fuller though. I haven't actually wore them yet, but they seem like they will hold up okay, shipping was fast as well. Not much to complain about. 👍","[""design"",""quality""]"
Cleaner,I was able to clean my bathroom better compared to other cleaning products. It works well. I was able to clean my bathroom better compared to other cleaning products.,"[""performance""]"
Water Filter,"I wanted the GE Smart water MWF filter. Not exactly what I ordered.  I wanted the GE Smart water MWF filter.  But, this will do for now.","[""none""]"
Insect Repellent,I used to LOVE this stuff but it’s not made the way it .... I used to LOVE this stuff but it’s not made the way it once was. I don’t know what’s different about the product now from before but it doesn’t last as long and smells different,"[""quality""]"
Stain Remover,"I used a very liberal amount on my baby's bibs .... I used a very liberal amount on my baby's bibs, left with dark stains as if no stain remover was used. Disappointing product, I would not buy again.","[""performance""]"
Water Filter,"I think it Might be fake. I read the reviews and therefore was cautious, I got it and it just didn't seem right, not the size, not the colors , not the box it came in... Decided I am not going to risk it, especially since we also use this water to make baby bottles, returned it, and went to get a genuine one from a local store","[""quality""]"
Coffee Filter,"I think I prefer the simple Melitta more. I am a coffee geek. I respect Hario filters and the V-60 but actually, I do prefer the simple Melitta plastic filter and/or Chemex. Just seems like the Melitta, although cheaper filters the coffee at a slower pace resulting in a more flavorful cup. I own three different Hario filters and use the Hario grinder religiously.","[""performance""]"
Coffee Filter,"I soaked it like it said for 15 minutes. its ok, I had to run my Keurig 4 times before it got all the charcoal out. I soaked it like it said for 15 minutes. other than 4 times running it its all good now!","[""performance""]"
Anti-slip wax for glasses,"I really wanted to like and endorse it since I am a fan of .... sorry to say I don't think this was worth the money spent. I really wanted to like and endorse it since I am a fan of shark tank, but just another thing to keep track of in the drawer or purse. didn't really solve my issue.","[""value""]"
Bluetooth Speakers,"I really wanted this to work!. I teach a HIIT class in the gym. This speaker is just not loud enough. It connects to my phone easy, very small and easy to carry around. Loud enough for maybe an office, but not a gym. Disappointed. I'll be returning.","[""performance""]"
Amazon Echo Show,I really like it. Wish it would do video calling with phone calls not just will Alexa users.. Wish it would do video calls with all phones not just with Alexa users.,"[""performance""]"
Amazon Fire Tablet,"I really do like it.. I do like my newest Kindle, but am a little disappointed that the battery doesn’t hold a charge any longer than it does.","[""performance""]"
UV-C Sanitizer and Deodorizer,"I put this filter near a litter box, and .... I put this filter near a litter box, and it definitely took care of the odor. However, it was incredibly loud for its size. I have since unplugged it.","[""performance""]"
Amazon Fire TV Stick,I never used it.. Found out things I had not researched well and chose not to use it,"[""non-review""]"
Water Filter,I needed this for my refrigerator. Great,"[""none""]"
Back Cushion,"I must have for home office chairs. Couldn’t sit in at office chair all day without it. So comfortable, I could sit on it 24/7!","[""performance""]"
Echo Dot,I mostly use it as voice-activated light switch.. I got this with my smart lightbulb. I've enjoyed it a great deal. It was very easy to set up.,"[""performance""]"
Dishwasher Magnet,I loved it. I loved it,"[""none""]"
Cotton Rounds,I love these except for the little hard fiber things that come off. These work great and do the job. The only reason I’m taking away a star is because the hard fiber parts around the edge of the round will flake off onto your skin and that’s really annoying. They get on your face and if they don’t make it on your face you find them all over your counter.,"[""quality""]"
Wet Wipes,"I love them.. I buy these for myself, not kids, I love them.","[""none""]"
Echo Dot,"I Love My Echo. It was easy to set up and she responds quickly to my voice.  I did not know she can find books on Audible so I get to listen to books on tape which is awesome.  She responds to my friends' voices as well without hesitation.  I use Alexa to play rain sounds as I try to go to sleep....pretty awesome.  Love, Love, Love it!","[""design"",""performance""]"
Amazon Echo Show,I love it... I find the camera to be to low.<br />If you stand up in front of it.<br />And the voice recognition is not working anyone can change or ask things. Otherwise I love it.,"[""design"",""performance""]"
Echo Dot,I love it! Being able to use handsfree voice commands .... I love it! Being able to use handsfree voice commands to obtain info and listen to music I to which wouldn't normally  have access is great. Amazing what this little hockey puck can do! :),"[""performance""]"
Echo Dot,I love it to listen to music (you have to pay .... I love it to listen to music (you have to pay a monthly  charge) and to ask about the weather and some questions but I haven't figured out much more it can do??,"[""performance""]"
Smart Scale,"I like the concept of the scale. I like the concept of the scale.  I had no trouble setting it up but when it is accidentally bumped, unnoticed, the weigh-in on the screen does not shut off so therefore the batteries die faster.  It seems I am constantly changing the batteries.",[“design”]
Echo Dot,I like it. Sound quality meets my expectations in a small room. Perfect for me in a small room.,"[""performance""]"
Amazon Fire TV Stick,I like it. It had a issue with Netflix. I don’t know if it’s the app or the fire stick.,"[""performance""]"
Micro SD Memory Card,I just wanted to talk with the seller. I just wanted to talk with the seller.  Just so we can clear out why this isn’t working  or fitting says that a TF card Is the same thing,"[""non-review""]"
UV-C Sanitizer and Deodorizer,"I installed it in my kitchen and when I leave .... I installed it in my kitchen and when I leave a pile of dishes overnight, the difference in odor is night and day.","[""performance""]"
Hair curler,I have tried so many times to use this and .... I have tried so many times to use this and I can't make the curls all look the same.  Wish I could return but I already used it.,"[""performance""]"
Hair Clips,"I have thick hair that is a couple inches past .... I have thick hair that is a couple inches past my shoulders. These clips don't do much for my hair at all, they can only hold a little at a time and are slippery. I keep them around just for coloring my hair.","[""performance""]"
Hair curler,"I have fine but thick hair. This iron didn't work well on my hair, I have fine but thick hair. I will practice more in hopes it will work the way it is supposed to","[""performance""]"
Anti-slip wax for glasses,"I have a pair of heavy glasses and a super tiny nose bridge. I have a pair of heavy glasses and a super tiny nose bridge. I notice that it works better if my nose isn't oily, and I usually have to reapply at some point through the day, but I swear by this product. It has made going on dates, working in the lab, and driving so much better!","[""performance""]"
Kindle Tablet ,I hate this tablet. I hate this tablet.  Its clunky and is extremely slow.  Op system too clunky and not responsive.  The child block is a joke...my kid had ordered an app within 10 min of me setting it to not allow him to.,"[""performance""]"
Amazon Fire Tablet,I had to return my first one because the battery .... I had to return my first one because the battery was failing after one week and now my second one fell off my end table on to my padded carpeted floor and the screen cracked big time. Not worth it in my opinion!,"[""quality""]"
Anti-slip wax for glasses,"I had to get my pads replaced. this turned my glass pads orange, they were very nice and said they would refund the cost have not noticed if they did though they also said this was the first time they heard of this problem. So not sure if I was the one unlucky one or not, I had to get my pads replaced","[""quality""]"
Water Filter,"I guess.... You know, I can't tell the taste difference between this and a generic one (I've only used the HDX Home Depot brand).  It works okay I guess.  I hate the price of these things.","[""value""]"
Pain Relief Cream,I guess it works as advertised. I have used it on my shoulders for light pain and discomfort and it seems to be working. not sure if there are any long term effects but i would recommend it.,"[""performance""]"
Echo Dot,I found it good for lazy persons. I hate gadgets so stuff like this bores me. Got it as gift and initially used to play music. Music quality is crap. Voice recognition is poor. Will probably regift it for my lazy inlaws,"[""performance""]"
Hair Brush,I don't recommend this brush. I didn't enjoy this brush. I'm not able to return it either because I forgot to send it back in time. The bristles didn't even skim my hair because they were so close together. Don't buy this unless you want a hairbrush that doesn't brush your hair,"[""quality""]"
Coffee Filter,I don't recommend them.. These filters don't seem to be Keurig brand filters. They arrived in a clear plastic bag and are slightly larger than the holder they fit in.<br />I don't recommend them.,"[""quality""]"
Amazon Fire TV Stick,I don't really have anything good to say about the sticks. I don't really have anything good to say about the sticks.  Their slow.  Go with the firebox it's way more responsive and is faster and gives smooth video. I'd recommend the roku express over this.  Sling is horrible on this as well.,"[""performance""]"
Amazon Fire TV Stick,i don't have Alexa. easy to use,"[""design""]"
Hair curler,I dare a company to send me a curler that works better!. 110% recommend! Nothing curls my hair ever BUT bed head curlers! And it stays for days. The pics are from yesturday curls I didn't do anything but wake up and toss it in a pony tail. Do yourself a huge favor and get it!!!!,"[""performance""]"
Hair Brush,I cannot use it at all.. It arrived quickly. It seems to be in decent shape. But it smells like pure gasoline. As soon as I opened the bag I had to drop the product and take a couple steps back.<br />I am putting it outside for now. I am not even sure if it is a fire hazard :-) I will update this review if anything changes. This product is completely unusable upon delivery,"[""quality""]"
Glycerin,"I bought this product to use in my fondant. .... I bought this product to use in my fondant. It is thinner and less viscous than other brands. My fondant was much drier and harder than it typically turns out, causing tears and elephant skin.","[""performance""]"
Coffee Filter,I bought these to use with our Keurig so that .... I bought these to use with our Keurig so that I didn't have to buy so many KCups.  The sediment came through these and the bottom of the cup was full of sediment.  After trying three different ways of putting these above and below the filter - I sent them back.,"[""performance""]"
Earplugs,I bought the short handle ones and wish I had .... I bought the short handle ones and wish I had the longer handle ones.  (It is a learning curve to get them into the ear correctly) A friend has a longer handle pair and she finds them so much easier to place in her ears and actually you can't see them in her ear. I wish I had the longer handle ones.<br />The case is an extra plus.,"[""design""]"
Micro SD Memory Card,"I am sure it is good for cameras and phones that work right. I am sure this is a good product but I put it inside some cheap Samsung phone, and all the aps still wanted to go to the wimpy 8 gig harddrive, not scna disk fault but it should say... you might want to get a new phone. ha","[""performance""]"
Echo Dot,"I am learning. The Dot was a gift to me.  I have just begun with her.<br />My vision is very limited and I can now listen to my Audible books easily, adjust the volume, pause and start again at my convenience.<br />That is so wonderful and I will be exploring more of what Alexia has to offewr.<br />She does answer almost any question I can think of!","[""performance""]"
Hair Brush,"HUUUGE. I don't understand why this is so huge. I like the why it goes through my hair, but it's just too big.","[""design""]"
Amazon Fire Tablet,Husband loved it until the battery stopped charging after 19 months.. Nice tablet until battery stopped charging.,"[""quality""]"
Amazon Fire Tablet,Hubby likes it. This was a gift,"[""non-review""]"
Water Filter,"Household. Good price for these. Fast service, no problem.","[""value""]"
False Eyelashes,HORRIBLE. This was a piece of s***! they suck! DO NOT BUY!,"[""none""]"
Eyebrow Tint,Horrible. Not as describe,"[""none""]"
Tea Infuser,Horrible. Box arrived in an envelope and it was all dented.  Lid doesn’t even sit on the product but since it’s not really round I guess that’s the issue. Oh well try another company. I will.,"[""quality""]"
Amazon Echo Show,Horrible. Bought this waited over a month for it to be shipped then got an email saying the box was damaged and they will<br />be giving me a refund I had to call Amazon and explain I didn't want a refund . Had To wait another month to receive the echo and Its horrible Alexa never hears when we speak This is a waste of money . I have the echo dot also and it works much better !!!!,"[""quality""]"
Coffee Maker Cups,"Horrible! Returned. If I could give it less than 1 star I would. I returned because water went everywhere, I mean everywhere! I truly tried to figure out why and never could. I believe it it because the bottom is mesh. I compared it to my original Keurig filter and that one worked just fine.  Horrible! don't waste your time of money.","[""performance""]"
Echo Dot,"Horrible connection issues. It worked well for a few weeks then it's been plagued with connection issues, it goes offline and takes a lot of time to unpair/reset/repair and try to connect again every couple of days, it's not a WiFi issue because I have other smart speakers that haven't been disconnected for about a year, they really need to improve the quality of these things.","[""performance""]"
Anti-slip wax for glasses,Highly recommend.. Does what it supposed to!  Needs some reapplying now and then but that's ok.  Highly recommend.,"[""performance""]"
Exfoliating Cloth,Highly Recommend. I’ve been using this for years! It exfoliates my skin gently and feels super clean.,"[""performance""]"
Amazon Fire TV Stick,"Highly recommend!!. Fantastic, I have one for each tv- highly recommend","[""none""]"
Earbuds,Hgreat earbuds. Work amazing more then 8 hours play time.,"[""performance""]"
Kindle Paperwhite e-reader.,"Hey marketing people, what are you thinking. I enjoy Sci fi, history, current events, astronomy/cosmology.  So why, every time I open the reader I'm being flogged with bodice-ripper romance novels as recommended purchases?  It's not a problem skipping past these, but what kind of messed up marketing profile is being used?","[""none""]"
Coffee Filter,here mom.. Bought this for my Minie Keurig and it didnt fit. Even though it said everywhere i looked that it would. So my mom got a new one for her Keurig.,[“none”]
Kindle Paperwhite e-reader.,"HELP!!!. Bought a book from amazon days ago and still can't read it on the kindle. have been to u-tube, google, everywhere..no help..the book shows on kindle, but always asks do I want to stop download? I click no. does it take hours to download books? I'm on WIFI...HELP!!!","[""performance""]"
Curling Brush / Iron,"Helen of Troy Brush Iron. I have used a Helen of Troy Brush Iron for many, many years until it gave out.  I really loved it.  This one is shaped different, different shaped comb, and handle - will have to get use to it.","[""design""]"
